Número de registro na DPI ,Título do Projeto,Data de Registro,Início da vigência,Témino da vigência,Status,Órgão Financiador, Recursos Internos , Recursos Externos ,Bolsa Pesquisa,Mestrado/Doutorado,IC,Participação     Inicio e fim,Coordenador,Instituto Vinculado,Observações,Nota de mérito (projetos sem financiamento externo)
Atualização em 12-2020,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
100,Análise Numérica e Experimental de Problemas de Transferência de Calor,23/2/2012,mar/12,fev/15,Expirado,CNPq,"R$ 10.000,00","R$ 39.600,00",1,3,4,03/2012 a 02/2015,Sandro Metrevelle Marcondes de Lima e Silva,IEM,Arquivado Caixa B,
101,Produção de simulações de computadores para o ensino de ciências,27/2/2012,set/11,ago/12,Expirado,,"R$ 360,00",,0,0,1,09/2011 a 08/2012,Thiago Costa Caetano,IFQ,Arquivado Caixa A,
102,Estudos de Sistemas de Potência Inteligentes com Inserção de Energias Renováveis,1/3/2012,mar/12,fev/13,Expirado,PET Elétrica,"R$ 0,00","R$ 0,00",0,0,0,03/2012 a 02/2013,Antônio Carlos Zambroni de Souza,ISEE,Arquivado Caixa A,
103,Estudos de estabilidade de tensão considerando novos cenários operativos,1/3/2012,mar/12,fev/16,Expirado,CNPq,,"R$ 110.400,00",1,0,0,03/2012 a 02/2016,Antônio Carlos Zambroni de Souza,ISEE,Relatório Final entregue // Arquivado CAIXA 01/2020,
104,"Informação Geográfica, sustentabilidade e simulação computacional aplicados ao planejamento de transportes e logística ",1/3/2014,mar/14,fev/17,Expirado,CNPq,,"R$ 39.600,00",0,0,0,03/2014 a 02/2017,Renato da Silva Lima,IEPG,Relatório final entregue por e-mail em 01/06/2017.,
105,Aplicação de Técnicas de Inteligência Artificial em Estudos de Sistemas Dinâmicos Não-Lineares,20/3/2012,mar/12,fev/13,Expirado,,"R$ 0,00","R$ 0,00",1,0,0,03/2012 a 02/2013,Benedito Isaias Lima Lopes,ISEE,Arquivado Caixa A,
106,TEC APQ-02456-10: Influência das Condições de Tratamento Térmico sobre o Comportamento à Corrosão de Ligas Ti-Nb-Zr,27/3/2012,dez/10,dez/12,Expirado,FAPEMIG,"R$ 0,00","R$ 29.925,00",0,0,0,12/2010 a 12/2012,Edmilson Otoni Correa,IEM,Arquivado Caixa A,
107,Controle de Potência Reativa em Sistemas de Potência com Energias Renováveis,1/4/2012,abr/12,mar/13,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,04/2012 a 03/2013,Antônio Carlos Zambroni de Souza,ISEE,Arquivado Caixa A,
108,Análise do uso e do impacto da tecnologia da informação no desempenho da cadeia de suprimentos das empresas do setor metal-mecânico da Itajubá,4/4/2012,jul/11,nov/13,Expirado,FAPEMIG,"R$ 0,00","R$ 13.324,00",0,0,1,07/2011 a 06/2013,Elizabete Ribeiro Sanches da Silva,IMC,Arquivado Caixa A,
109,Produção e Caracterização de materiais cerâmicos do tipo ferritas diluídas,4/4/2012,abr/12,abr/14,Expirado,FAPEMIG,"R$ 0,00","R$ 24.150,00",0,0,0,04/2012 a 04/2014,Manoel Ribeiro da Silva,IFQ,Arquivado Caixa B,
111,Desenvolvimento da microestrutura bifásica ferrítica-martensítica a partir dos aços ferríticos-perlíticos grau LNE 380 e LNE 500 e avaliação de suas propriedades mecânicas,19/4/2012,abr/11,abr/13,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,04/2011 a 04/2013,Geovani Rodrigues,IEM,Arquivado Caixa A,
112,Desenvolvimento de Sistema de Gestão Estratégica de Custos para Suporte de Tomada de Decisão para a cadeia produtiva de energia elétrica segundo a abordagem ABC/ABM,1/5/2012,mai/12,mai/14,Expirado,Eletronorte - ELN,"R$ 0,00","R$ 724.100,00",0,0,3,05/2012 a 05/2014,Edson de Oliveira Pamplona,IEPG,Arquivado Caixa B,
113,Modelagem de Problema Inverso de Detecção de Danos via otimização por Colônia de Formigas,1/5/2012,mai/12,mai/13,Expirado,MEC/SESu/PET Engenharia Mecânica,"R$ 0,00","R$ 0,00",0,0,0,05/2012 a 05/2013 ,Patrícia S. L. Alexandrino,IEM,Arquivado Caixa A,
114,A Noção de Verdade Segundo Tarski,8/5/2012,mai/12,mai/13,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,05/2012 a 05/2013 ,José Augusto Baêta Segundo,,Arquivado Caixa A,
115,O Programa de Hilbert e o Teorema de Incompletude de Gödel,8/5/2012,mai/12,mai/13,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,05/2012 a 05/2013 ,José Augusto Baêta Segundo,,Arquivado Caixa A,
116,Modernização do Painel do Simulador para treinamento de Pilotos de Helicóptero,10/5/2012,fev/12,jan/14,Expirado,Helibras,"R$ 30.000,00","R$ 12.500,00",1,1,2,02/2012 a 01/2014,Alexandre Carlos Brandão Ramos,IMC,Arquivado Caixa B,
117,Inspeção de Linhas de Transmissão com o Apoio de Helicóptero Rádio Controlado por Computador,10/5/2012,fev/12,jan/14,Expirado,FAPEMIG,"R$ 95.800,00","R$ 22.050,00",1,1,2,02/2012 a 01/2014,Alexandre Carlos Brandão Ramos,IMC,Arquivado Caixa B,
118,Análise estratégica para incorporação de mecanismo de auto-reparo em estruturas aeronáuticas fabricadas em materiais compósitos: tecnologia vascular,24/5/2012,mai/12,mai/13,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,05/2012 a 05/2013 ,Antônio Carlos Ancelloti Júnior,IEM,Arquivado Caixa A,
119,Processamento de Porcelanas Elétricas em Microondas,24/5/2012,mar/12,mar/15,Expirado,FAPEMIG,"R$ 0,00","R$ 241.189,00",0,0,0,03/2012 a 03/2015,Carla Patrícia Lacerda Rubinger,IFQ,Arquivado Caixa C ,
120,Construção de uma camara de ultracongelamento para o estudo dos limites de inflamabilidade dos biocombustíveis na indústria aeronáutica,25/5/2012,fev/12,fev/14,Expirado,FAPEMIG,"R$ 0,00","R$ 45.363,90",0,1,0,02/2012 a 02/2014,Christian Jeremi Coronado Rodriguez,IEM,Arquivado Caixa B,
121,Previsão Climática para a região sudeste do Brasil,1/6/2012,ago/12,ago/14,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,08/2012 a 08/2014,Michelle Simões Reboita,IRN,Arquivado Caixa B,
122,A questão do método: algumas reflexões sobre o curso ce metodologia da pesquisa em área de multidisciplinariedade,4/6/2012,ago/12,mar/13,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,08/2012 a 03/2013,Rogério Rodrigues,IFQ,Arquivado Caixa A,
123,Para além de qualquer princípio educativo: a educação escolar como um processo de construção do saber ,4/6/2012,ago/12,mar/13,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,08/2012 a 03/2013,Rogério Rodrigues,IFQ,Arquivado Caixa A,
124,Estudo de geradores síncronos utilizando simulação digital em tempo real,14/6/2012,set/11,mar/13,Expirado,Alstom,"R$ 0,00","R$ 43.560,00",2,1,0,09/2011 a 03/2013,Paulo Márcio da Silveira,ISEE,Arquivado Caixa A,
125,Estudo teórico de estruturas de carbono: análise das possíveis aplicações tecnológicas,15/6/2012,jun/12,jun/14,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,06/2012 a 06/2014,Ana Cláudia Monteiro Carvalho,IFQ,Arquivado Caixa B,
126,Projeto Fórmula SAE - Equipe Iron Racers,15/6/2012,mai/12,abr/13,Expirado,,"R$ 30.000,00","R$ 0,00",0,0,0,05/2012 a 04/2013,Eduardo Miguel da Silva,DAC (Itabira),Arquivado Caixa A,
127,Técnicas Inovativas na construção de websites e desenvolvimento de logomarcas,15/6/2012,abr/12,set/12,Expirado,Nortech Engenharia do Brasil Ltda,"R$ 0,00","R$ 1.500,00",1,0,0,04/2012 a 09/2012,Gustavo Rodrigues de Morais,Itabira,Arquivado Caixa A,
128,SAE BRASIL AERODESIGN,15/6/2012,jul/12,jul/13,Expirado,FAPEPE,,"R$ 25.000,00",0,0,0,07/2012 a 07/2013,Jean Carlo Cescon Pereira,DAC (Itabira),Arquivado Caixa A,
129,Estudo Acerca dos Absorvedore Dinâmicos de Vibrações Multimodais,29/6/2012,jul/12,jul/13,Expirado,,,,0,0,0,07/2012 a 07/2013,Sebastião Simões da Cunha Júnior,IEM,Arquivado Caixa A,
130,"Análise numérico/experimental dos mecanismos de endurecimento por precipitação em ligas de alumínio: efeitos na microestrutura, nas propriedades mecânicas e na corrosão",5/7/2012,jan/12,jan/14,Expirado,FAPEMIG/DEMANDA UNIVERSAL 2011,"R$ 0,00","R$ 24.036,00",1,1,1,01/2012 a 01/2014,Mirian de Lourdes Noronha Motta Melo,IEM,Arquivado Caixa B,
131,Estudo das condições de usinagem utilizando projetos de experimentos e redes neurais,27/8/2012,mar/13,fev/15,Expirado,CNPq,"R$ 10.000,00","R$ 39.600,00",1,2,0,03/2012 a 02/2015,João Roberto Ferreira,IEPG,Arquivado Caixa C ,
132,Desenvolvimento de aplicativo computacional para otimização de redes neurais para previsão de parâmetros de usinagem,27/8/2012,fev/12,fev/14,Expirado,FAPEMIG,"R$ 10.000,00","R$ 42.536,00",1,0,0,03/2012 a 02/2014,João Roberto Ferreira,IEPG,Arquivado Caixa B,
133,Experimentação avançada com materiais de baixo custo,1/9/2012,set/12,set/13,Expirado,MEC - PET,"R$ 0,00","R$ 400,00",0,0,1,09/2012 a 09/2013,Adhimar Flávio Oliveira,IFQ,Arquivado Caixa A,
134,"Inovação, Pesquisa e Prospecção Tecnológica: Estudo de Caso à UNIFEI para o Período 2008-2012",1/9/2012,set/12,set/14,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,09/2012 a 09/2014,Fred Leite Siqueira Campos,IEPG,Arquivado Caixa B,
135,Inovação e Prospecção Tecnológica: Estudo de Caso à PETROBRAS para o Período 2008-2012,1/9/2012,set/12,set/14,Expirado,PETROBRAS,"R$ 0,00","R$ 0,00",0,0,1,09/2012 a 09/2014,Fred Leite Siqueira Campos,IEPG,Arquivado Caixa B,
136,Investibilidade e Determinantes do Crescimento Econômico Local: Análise Econométrica para as Três Maiores Regiões Metropolitanas do Brasil,1/9/2012,set/12,set/14,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,09/2012 a 09/2014,Fred Leite Siqueira Campos,IEPG,Arquivado Caixa B,
137,Um estudo histórico do ensino de Matemática no Instituto Eletrotécnico e Mecânico de Itajubá,1/9/2012,set/12,set/13,Expirado,MEC - PET,"R$ 0,00","R$ 400,00",0,0,1,09/2012 a 09/2013,Mariana Feiteiro Cavalari,IMC,Arquivado Caixa A,
138,Um estudo histórico das Geometrias Não-Euclidianas,1/9/2012,set/11,set/13,Expirado,MEC - PET,"R$ 0,00","R$ 360,00",0,0,1,09/2011 a 09/2013,Mariana Feiteiro Cavalari,IMC,Arquivado Caixa A,
139,Modelagem computacional de processos industriais visando melhorias de propriedades e aproveitamento de resíduos industriais,17/9/2012,nov/10,nov/15,Expirado,MEC/CAPES/PNPD 3092/2010,"R$ 0,00","R$ 24.036,00",0,0,1,11/2010 a 11/2015,Mirian de Lourdes Noronha Motta Melo,IEM,Arquivado Caixa C ,
140,"Modelagem numérico/experimental e otimização de processos de fabricação de ligas para aplicações especiais: indústria aeronáutica, petróleo e biomateriais",17/9/2012,dez/11,dez/16,Expirado,MCT/CNPq/MEC/CAPES - Ação Transversal nº 06/2011,"R$ 0,00","R$ 137.000,00",4,0,0,12/2011 a 12/2016,Mirian de Lourdes Noronha Motta Melo,IEM,Relatorio final entregue em 23/11/2017  // Arquivado CAIXA 001/2020,
141,"Análise numérico/experimental dos mecanismos de endurecimento por precipitação em ligas de alumínio: efeitos na microestrutura, nas propriedades mecânicas e na corrosão ( vinculado ao 130)",17/9/2012,fev/12,fev/15,Expirado,FAPEMIG/DEMANDA UNIVERSAL 2011,"R$ 0,00","R$ 120.000,00",2,0,0,12/2011 a 02/2015,Mirian de Lourdes Noronha Motta Melo,IEM,Arquivado Caixa C ,
142,Estudos Preliminares para a Obtenção de Estruturas para Ensaios de Aeronaves não Tripuladas,17/9/2012,set/12,set/13,Expirado,MEC/SESu/ PET Engenharia Mecâniac,,,0,0,0,09/2012 a 09/2013,Sebastião Simões da Cunha Júnior,IEM,Arquivado Caixa A,
143,Investigações das concepções de ensino em Museus de Ciência,19/9/2012,dez/10,dez/11,Expirado,PET,"R$ 0,00","R$ 360,00",0,0,0,12/2010 a 12/2011,Luciano Fernandes Silva,IFQ,Arquivado Caixa A,
144,Cabeça de Série do Protótipo de Caixas para Medidores de Energia Elétrica a base de Fibra de Coco,19/9/2012,jul/12,mar/14,Expirado,ANEEL,"R$ 0,00","R$ 454.129,00",2,0,1,07/2012 a 07/2014,Maria Virgínia Gelfuso,IEM,Arquivado Caixa B,
145,Rede de Pesquisa em Monitoramento e Modelagem de Processos Hidrossedimentológicos em Bacias Representativas Rurais e Urbana do Bioma Mata Atlântica - RHIMA,1/10/2012,out/12,out/19,Expirado,FINEP,"R$ 0,00","R$ 306.000,00",0,0,3,10/2012 a 10/2016,Benedito Cláudio da Silva,IRN,prorrogado para 10/2019 no dia 28/11/2018,
146,Ensino-aprendizagem em Análise Combinatória com inserção de instrumentos e recursos de Modelagem Matemática,1/10/2012,out/12,set/13,Expirado,MEC - PET,"R$ 0,00","R$ 400,00",0,0,1,10/2012 a 09/2013,Flávia Sueli Fabiani Marcatto,IMC,Arquivado Caixa A,
147,O uso do software GeoGebra no ensino e Aprendizagem de Geometria Euclidiana,1/10/2012,out/12,out/13,Expirado,MEC - PET,"R$ 0,00","R$ 400,00",0,0,1,10/2012 a 10/2013,Hévilla Nobre Cezar,IMC,Arquivado Caixa A,
148,Orientação virtual de aprendizagem: Resgatando o humano subjaz à escrita epistemológica,23/10/2012,ago/12,dez/13,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,08/2012 a 12/2013,Eliana de Fátima Souza Salomon Benfatti,IEPG,Arquivado Caixa A,
149,Um estudo histórico da geometria analítica plana,30/10/2012,out/13,set/14,Expirado,MEC - PET,"R$ 0,00","R$ 400,00",0,0,1,10/2013 a 09/2014,Mariana Feiteiro Cavalari,IMC,Arquivado Caixa B,
150,Um estudo histórico do surgimento da Geometria Elíptica,30/10/2012,nov/13,nov/14,Expirado,MEC - PET,"R$ 0,00","R$ 400,00",0,0,1,11/2013 a 11/2014,Mariana Feiteiro Cavalari,IMC,Arquivado Caixa B,
151,Estudo de séries de variabilidade da frequência cardíaca e desenvolvimento de um pacote computacional para modelagem e análise de séries temporais,1/11/2012,nov/11,fev/14,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,11/2011 a 02/2014,Dair José de Oliveira,DAC (Itabira),Arquivado Caixa B,
152,Princípio de recuperação da malha aplicado ao controle H2 e H infinito: um estudo de caso em um helicóptero de dois graus de liberdade,1/11/2012,mar/12,set/13,Expirado,FAPEMIG,"R$ 0,00","R$ 41.963,00",0,1,0,03/2012 a 09/2013,Luis Henrique de Carvalho Ferreira,IESTI,Arquivado Caixa A,
153,Saneamento Rural no Sul de Minas: Fase 2 - concepção e análise da performance de biofiltro compartimentado aplicado ao pós-tratamento de esgostos,6/11/2012,mar/13,fev/16,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,03/2013 a 02/2016,Herlane Costa Calheiros,IRN,Relatório final entregue por memorando nº 596/2016 - IRN // Arquivado CAIXA 01/2020,
154,O processo de investigação em área multidisciplinar: as realações reais e práticas entre a disciplinariedade e a interdisciplinariedade,19/11/2012,fev/13,ago/13,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,02/2013 a 08/2013,Rogério Rodrigues,IFQ,Arquivado Caixa A,
155,"A estrutura e o funcionamento do curso de metodologia da pesquisa em área multidisciplinar: projeto de pesquisa, orientação de dissertaçao e metodologia da pesquisa",19/11/2012,fev/13,ago/13,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,02/2013 a 08/2013,Rogério Rodrigues,IFQ,Arquivado Caixa A,
156,Análise não-invasiva de óleo isolante de transformadores de potência,26/11/2012,fev/12,jun/13,Expirado,PET Elétrica,"R$ 0,00","R$ 0,00",0,0,0,02/2012 a 06/2013,Giscard Francimeire Cintra Veloso,IESTI,"relatório final entregue na DPI, no dia 18/09/2015, Arquivado Caixa A",
157,Flutuações Quânticas do Vácuo na Presença de Fronteiras e Fenômenos ópticos em (Meta)-Materiais,29/11/2012,jul/11,jun/14,Expirado,FAPEMIG,"R$ 0,00","R$ 48.000,00",0,0,0,07/2011 a 06/2014,Vitorio Alberto De Lorenci,IFQ,Arquivado Caixa B,
158,Multirefringence in nonlinear eletrodynamics: application to nun-Abelian Yang-Mills gauge theory and phenomenology,29/11/2012,set/12,dez/12,Expirado,FAPEMIG,"R$ 0,00","R$ 11.520,00",0,0,0,09/2012 a 31/2012,Vitorio Alberto De Lorenci,IFQ,Arquivado Caixa A,
159,Fenômeno Magneto-eletro-ópticos & Modelos Cosmológicos Produzidos por Campos Veotorias,29/11/2012,fev/10,fev/13,Expirado,CNPq,,,1,0,0,02/2010 a 02/2013,Vitorio Alberto De Lorenci,IFQ,Arquivado Caixa A,
160,Efeitos do Vácuo Quântico,1/12/2012,dez/12,nov/15,Expirado,CNPq,"R$ 0,00","R$ 6.000,00",0,0,0,12/2012 a 11/2015,Fabricio Augusto Barone Rangel,IFQ,Arquivado Caixa C ,
161,"Participação na competição brasileira de robótica: futebol simulado 2D, resgate simulado, e Festo Robotino Logistics Competition",13/12/2012,ago/12,jul/13,Expirado,FAPEMIG,"R$ 0,00","R$ 20.706,00",0,0,1,08/2012 a 07/2013,Guilherme Sousa Bastos,IESTI,Arquivado Caixa A // relatório final entregue em 17/05/2019,
162,Desenvolvimento e caracterização de agentes porogênicos para a fabricação de biomateriais,1/2/2013,fev/13,jan/15,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,02/2013 a 01/2015,Gerson Avelino Fernandes,IEM,Arquivado Caixa C ,
164,"Estudo de condicionantes específicos, como rugosidade do terreno e CLP para energia eólica",1/3/2013,mar/13,mar/16,Expirado,CNPq,"R$ 0,00","R$ 0,00",0,0,0,03/2013 a 03/2016,Arcilan Trevenzoli Assireu,IRN,Relatorio final entregue por email em 28/09/2016 // Arquivado CAIXA 01/2020,
165,Projeto de Dispositivos Eletrônicos e Desenvolvimento de Técnicas de Alimentação sem Fio para Redes de Sensores sem Fio - Projeto 176/12,1/3/2013,mar/13,fev/15,Expirado,CAPES ,"R$ 0,00","R$ 0,00",0,0,0,03/2013 a 02/2015,Robson Luiz Moreno,IESTI,Arquivado Caixa C ,
166,Desenvolvimento de Dispositivos Implantáveis de CMOS de Baixo Consumo e Baixa Potência para Aplicações Médicas,1/3/2013,mar/13,fev/17,Expirado,CNPQ - PRODUTIVIDADE D1,"R$ 0,00","R$ 0,00",0,0,0,03/2013 a 02/2017,Robson Luiz Moreno,IESTI,Relatório final entregue e aprovado em 12/07/17 // Arquivado CAIXA 01/2020,
167,"Concepção, Projeto e Desenvolvimento de Aeronaves não tripuladas em escala rádio controladas",17/4/2013,ago/12,jan/14,Expirado,FAPEMIG,"R$ 0,00","R$ 18.886,00",0,0,0,08/2012 a 01/2014,Rogerio Frauendorf de Faria Coimbra,IEM,Arquivado Caixa B,
168,Estudo teórico dos Mecanismos de ativicação por redução de compostos anticancerígenos de outro e platina,1/5/2013,mai/13,mai/15,Expirado,FAPEMIG,"R$ 0,00","R$ 30.000,00",0,0,2,11/2012 a 05/2015,Juliana Fedoce Lopes,IFQ,Arquivado Caixa C ,
170,Validação de Modelo de referência para o processo de desenvolvimento de produtos eletrônicos de empresas de base tecnológica,22/5/2013,mar/13,mar/16,Expirado,CNPq,"R$ 0,00","R$ 0,00",1,0,1,03/2013 a 03/2016,Carlos Henrique Pereira Mello,IEPG,relatório entregue por CIPAC001/peppg 02/03//2017 // Arquivado CAIXA 01/2020,
171,"Educação, Trabalho e Saúde: a questão do sujeito e a sociedade de mercado.",27/5/2013,jul/13,mar/14,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,08/2013 a 03/2014,Rogério Rodrigues,IFQ,Arquivado Caixa B,
172,"Educação, autoridade e psicanálise: a transmissão do saber e a produção do sujeito no campo escolar",27/5/2013,fev/14,ago/14,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,02/2014 a 08/2014,Rogério Rodrigues,IFQ,Arquivado Caixa B,
173,A educação entre as práticas e os discursos: a aprendizagem escolar e o processo de formação cultural do sujeito,27/5/2013,mai/13,mai/16,Expirado,"FAPEMIG (obs.: projeto teve vigência prorrogada, conf. Alteração em 30/04/2015","R$ 0,00","R$ 8.925,00",0,1,1,07/2013 a 05/2016 ,Rogério Rodrigues,IFQ,Relatório entregue por e-mail dia 14/09/2016 // Arquivado CAIXA 01/2020,
174,"Design, Engenharia de Materiais e Tecnologias Sociais: Produção Artesã e Inclusão no Mercado",28/5/2013,out/13,set/16,Expirado,CNPq,"R$ 0,00","R$ 29.583,46",0,0,0,10/2013 a 09/2016,Adilson da Silva Mello,IEPG,,
175,Laboratório de Estudos e Pesquisas sobre Desenvolvimento e Cultura,28/5/2013,out/13,set/16,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,10/2013 a 09/2016,Carlos Alberto Máximo Pimenta,IEPG,Relatório Final entregue,
176,Escola e Violências: Processos de Auto Mediação e Resolução dos Conflitos no Interior da Escola,28/5/2013,jul/13,dez/15,Expirado,FAPEMIG,"R$ 0,00","R$ 71.000,00",3,1,0,07/2013 a 12/2015,Carlos Alberto Máximo Pimenta,IEPG,Arquivado Caixa B,
177,Utilização de Sistemas Poliméricos Nanométricos Obtidos por Eletrofiação para A Liberação de Moléculas Bioativas,28/5/2013,nov/12,out/15,Expirado,CNPq,"R$ 0,00","R$ 27.225,00",0,0,1,11/2012 a 10/2015,Frederico Barros de Souza,,Arquivado Caixa C ,
178,"Explorando novos tópicos em teoria quântica de campos, gravitação e cosmologia",28/5/2013,fev/13,fev/15,Expirado,FAPEMIG,"R$ 0,00","R$ 14.133,00",0,0,0,02/2013 a 02/2015,Marcio Eduardo da Silva Alves,IFQ,Arquivado Caixa C ,
179,Síntese de novos híbridos Pirazol-Amidina Cíclica com potencial atividade Antileish mania,28/5/2013,mar/13,fev/15,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,03/2013 a 02/2015,Maurício Silva dos Santos,IFQ,Arquivado Caixa C,
180,Síntese de compostos pirazólicos-pirimídicos com potencial atividade anticoagulante,28/5/2013,mar/13,fev/15,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,03/2013 a 02/2015,Maurício Silva dos Santos,IFQ,Arquivado Caixa C ,
181,Métodos Numéricos em Matemática Aplicada,28/5/2013,ago/13,jul/15,Expirado,,,,0,0,0,08/2013 a 07/2015,Rodrigo Silva Lima,,Arquivado Caixa C ,
183,Decisão multicriterial e sistema de informação gráfica com aplicação em transportes,29/5/2013,mar/14,jul/17,Expirado,CNPq,"R$ 0,00","R$ 0,00",1,0,0,03/2014 a 07/2017,Josiane Palma Lima,IEPG,relatorio final entregue dia 05/06/18 // Arquivado CAIXA 01/2020,
184,Liberação controlada transdermal de anti-inflamatório no esteroidais (AINEs),29/5/2013,ago/13,ago/15,Expirado,,"R$ 0,00","R$ 0,00",0,0,0,08/2013 a 08/2015 ,Maria Elena Leyva González,IFQ,Relatório Final entregue   // Arquivado CAIXA 001/2020,
185,Biossensores Nanoestruturados para a Monitoração da Qualidade do Pescado,1/6/2013,jun/13,jun/16,Expirado,CNPq,"R$ 0,00","R$ 0,00",1,0,0,06/2013 a 06/2016,Alvaro Antonio Alencar de Queiroz,IFQ,,
